Fecha,Nombre,Edad,Genero,Talla,Seccion,Localizacion,Agregar Producto,Iniciar Pago,Compra Confirmada
2024-02-02 05:42:25.724123513,Robert Webb,58,hombre,40,hombre,EEUU,True,False,False
2024-02-02 05:49:23.115324213,David Anderson,31,mujer,,,China,False,False,False
2024-02-02 05:50:40.093403961,Theresa Walker,35,mujer,,,China,False,False,False
2024-02-02 05:51:53.279961449,Melissa Rivera,43,hombre,,,EEUU,False,False,False
2024-02-02 05:52:09.439979917,Marc Carlson,29,hombre,,,Reino Unido,False,False,False
2024-02-02 05:53:54.322778037,Jose Jones,46,mujer,,,Japon,False,False,False
2024-02-02 05:58:57.271833807,Bobby Walters,41,mujer,42,hombre,Japon,True,False,False
2024-02-02 05:59:27.266496295,Michelle Grant,32,mujer,,,Japon,False,False,False
2024-02-02 06:00:35.101266984,Christine Clark,27,hombre,,,Japon,False,False,False
2024-02-02 06:05:47.658342050,Jon Davis,22,mujer,,,China,False,False,False
2024-02-02 06:08:13.355913906,Gabrielle Brandt,39,hombre,38,hombre,Reino Unido,True,False,False
2024-02-02 06:09:50.343433578,Sheila Brown,30,hombre,,,China,False,False,False
2024-02-02 06:12:01.382106888,Barbara Summers,36,mujer,,,China,False,False,False
2024-02-02 06:13:39.676989131,Rachel Stanton,25,mujer,,,Japon,False,False,False
2024-02-02 06:15:28.711903098,John Odonnell,36,hombre,,,China,False,False,False
2024-02-02 06:16:57.468699072,Michaela Taylor,38,mujer,,,Reino Unido,False,False,False
2024-02-02 06:26:22.726848437,Jacqueline White,44,mujer,,,EEUU,False,False,False
2024-02-02 06:34:50.930520447,Sarah Henderson,35,mujer,,,Reino Unido,False,False,False
2024-02-02 06:36:41.370719225,Eric Montgomery,54,hombre,,,Japon,False,False,False
2024-02-02 06:37:53.680229060,Julie Diaz,38,hombre,,,Japon,False,False,False
2024-02-02 06:38:27.380075724,Kari Friedman,44,mujer,,,EEUU,False,False,False
2024-02-02 06:39:50.374367316,David Anderson,31,mujer,,,China,False,False,False
2024-02-02 06:39:58.123767233,Guy Combs,34,mujer,,,Japon,False,False,False
2024-02-02 06:45:23.634660726,Monica Dunn,43,mujer,,,China,False,False,False
2024-02-02 06:46:00.333390002,James Baker,45,mujer,,,Japon,False,False,False
2024-02-02 06:48:51.100573246,Kristen Smith,18,mujer,44,hombre,China,True,False,False
2024-02-02 06:50:01.798984432,Joseph Jones,54,mujer,,,Reino Unido,False,False,False
2024-02-02 06:52:26.636056737,Alicia Robinson,38,mujer,,,China,False,False,False
2024-02-02 06:55:12.002675711,Alex Ramirez,39,mujer,,,Japon,False,False,False
2024-02-02 06:56:21.237508027,Tiffany Barnes,49,mujer,,,China,False,False,False
2024-02-02 07:01:16.284000010,Kelly Harris,46,mujer,48,hombre,China,True,False,False
2024-02-02 07:02:57.172108923,Christopher Kelly,41,mujer,,,Japon,False,False,False
2024-02-02 07:03:40.352878284,Sara Elliott,36,mujer,,,EEUU,False,False,False
2024-02-02 07:08:21.052664568,Lisa Perez,28,mujer,,,China,False,False,False
2024-02-02 07:09:07.630382344,Emily Brown,44,hombre,,,Japon,False,False,False
2024-02-02 07:09:10.590670155,Jennifer Cooper,31,mujer,,,Reino Unido,False,False,False
2024-02-02 07:24:14.364313439,Michelle Wolfe,48,mujer,,,China,False,False,False
2024-02-02 07:29:54.947468640,Edward Elliott,27,mujer,,,Japon,False,False,False
2024-02-02 07:31:19.353996857,Beverly Mcdowell,44,mujer,,,Japon,False,False,False
2024-02-02 07:35:17.249434813,Tyler Hill,49,mujer,,,EEUU,False,False,False
2024-02-02 07:37:00.165585430,Vanessa Wilson,33,mujer,,,Japon,False,False,False
2024-02-02 07:37:51.180346805,Kristen Roberts,51,mujer,,,Japon,False,False,False
2024-02-02 07:38:14.318230230,Megan Callahan,33,mujer,,,Japon,False,False,False
2024-02-02 07:39:29.394728604,Maurice Freeman,58,mujer,,,China,False,False,False
2024-02-02 07:39:37.916469788,Noah Cooper,34,mujer,,,Japon,False,False,False
2024-02-02 07:39:38.490894926,Joel Berry,49,mujer,,,EEUU,False,False,False
2024-02-02 07:40:12.064046679,Gabrielle Fletcher,31,mujer,,,Japon,False,False,False
2024-02-02 07:42:08.471997383,Nicole Collier,29,mujer,41,mujer,China,True,False,False
2024-02-02 07:44:02.548124454,Jerry Holmes,44,hombre,,,Reino Unido,False,False,False
2024-02-02 07:44:19.524602337,Gabriel Wright,46,mujer,,,China,False,False,False
2024-02-02 07:45:49.547502752,Sarah Francis,44,mujer,,,China,False,False,False
2024-02-02 07:46:46.050214017,Susan Archer,55,mujer,,,EEUU,False,False,False
2024-02-02 07:49:44.564811931,Bryan Martinez,35,mujer,,,China,False,False,False
2024-02-02 07:50:48.977262158,Mark Sullivan,50,mujer,40,mujer,Japon,True,False,False
2024-02-02 07:56:43.451603316,Katie Gomez,44,mujer,,,Japon,False,False,False
2024-02-02 08:06:46.576430617,Lauren Wiggins,37,mujer,,,China,False,False,False
2024-02-02 08:08:39.219513206,Christopher Patterson,42,mujer,,,Reino Unido,False,False,False
2024-02-02 08:09:16.106710674,Adrienne Gill,30,mujer,,,China,False,False,False
2024-02-02 08:10:04.822625807,Holly Anderson,43,mujer,,,Japon,False,False,False
2024-02-02 08:17:52.758541310,Amy Martinez,48,mujer,,,China,False,False,False
2024-02-02 08:18:39.971790035,Susan Shelton,27,mujer,,,Japon,False,False,False
2024-02-02 08:19:28.681784268,Christina Ward,38,hombre,,,China,False,False,False
2024-02-02 08:26:39.948721693,April Griffin,35,mujer,,,China,False,False,False
2024-02-02 08:27:13.419760277,Juan Collins,32,hombre,,,Reino Unido,False,False,False
2024-02-02 08:29:02.810297254,Kent White,36,hombre,44,hombre,China,True,False,False
2024-02-02 08:29:40.086566594,Audrey Blair,44,hombre,,,China,False,False,False
2024-02-02 08:32:23.072373849,Calvin Johnson,40,mujer,,,EEUU,False,False,False
2024-02-02 08:41:56.298254795,Ashley Page,41,hombre,,,China,False,False,False
2024-02-02 08:45:08.176992299,Timothy Phillips,31,mujer,43,hombre,Japon,True,False,False
2024-02-02 08:46:25.581991239,Michael Miller,46,mujer,,,EEUU,False,False,False
2024-02-02 08:48:02.265523544,Brittany Gilbert,45,mujer,,,China,False,False,False
2024-02-02 08:52:58.603091535,Catherine Thompson,40,mujer,,,Japon,False,False,False
2024-02-02 08:54:08.399846271,Justin Price,44,mujer,,,China,False,False,False
2024-02-02 08:57:07.269890050,Terri Villa,47,mujer,,,China,False,False,False
2024-02-02 08:57:20.424589419,Vanessa Martin,32,mujer,,,Japon,False,False,False
2024-02-02 08:57:26.385894553,Bradley Craig,38,mujer,,,China,False,False,False
2024-02-02 09:10:45.654780536,Garrett Holland,39,hombre,,,Japon,False,False,False
2024-02-02 09:18:22.674253863,Kirsten Thompson,55,mujer,,,Japon,False,False,False
2024-02-02 09:22:40.325590556,Cathy Hartman,32,mujer,,,China,False,False,False
2024-02-02 09:23:30.660914888,Jill Sanchez,32,mujer,,,Japon,False,False,False
2024-02-02 09:23:58.466871785,Angela Moore,50,mujer,,,China,False,False,False
2024-02-02 09:31:00.011092181,Crystal Williams,35,hombre,41,mujer,Japon,True,False,False
2024-02-02 09:37:53.995776585,John Morrison,56,mujer,,,Japon,False,False,False
2024-02-02 09:38:10.141206872,Wanda Molina,54,mujer,,,China,False,False,False
2024-02-02 09:49:36.111459859,Matthew Meza,40,mujer,,,EEUU,False,False,False
2024-02-02 09:52:11.302301425,Elizabeth Norman,58,mujer,40,mujer,Japon,True,False,False
2024-02-02 09:52:14.664678890,Douglas Sandoval,31,hombre,,,Reino Unido,False,False,False
2024-02-02 09:54:37.014298947,Sarah Patterson,26,mujer,41,hombre,Reino Unido,True,False,False
2024-02-02 09:55:03.672464218,Maxwell Walsh,44,mujer,,,Japon,False,False,False
2024-02-02 09:55:35.366913222,Wendy Gordon,46,mujer,,,Japon,False,False,False
2024-02-02 10:02:26.858825998,Tammy Davis,31,mujer,,,China,False,False,False
2024-02-02 10:02:59.884965834,Jennifer Oconnor,45,mujer,,,Japon,False,False,False
2024-02-02 10:11:41.777997647,Daniel Delacruz,24,mujer,,,EEUU,False,False,False
2024-02-02 10:14:01.809864815,Jeremy Hall,31,mujer,,,EEUU,False,False,False
2024-02-02 10:14:29.627522774,Misty Curtis,33,mujer,,,Japon,False,False,False
2024-02-02 10:18:05.523395987,Tiffany Barnes,49,mujer,,,China,False,False,False
2024-02-02 10:18:21.928943023,Barbara Whitaker,53,mujer,40,hombre,Japon,True,False,False
2024-02-02 10:25:09.313280282,Christopher Middleton,45,mujer,,,China,False,False,False
2024-02-02 10:25:25.850076620,Amy Diaz,26,mujer,,,Reino Unido,False,False,False
2024-02-02 10:25:33.604909649,Adam Lucas,33,mujer,,,Japon,False,False,False
2024-02-02 10:34:33.376231945,Danielle Bryant,51,mujer,,,China,False,False,False
2024-02-02 10:35:07.240122368,Danielle Suarez,36,mujer,,,Japon,False,False,False
2024-02-02 10:35:08.441300492,Kathryn Chan,39,mujer,,,Japon,False,False,False
2024-02-02 10:36:40.670937528,Amanda Pena,32,mujer,,,China,False,False,False
2024-02-02 10:36:54.625248069,Caroline Maynard,52,mujer,,,China,False,False,False
2024-02-02 10:37:04.135729348,Amanda Salinas,44,mujer,,,China,False,False,False
2024-02-02 10:37:22.076840806,Dana Case,33,mujer,,,Japon,False,False,False
2024-02-02 10:38:16.296131186,Mark Johnson,42,hombre,,,EEUU,False,False,False
2024-02-02 10:46:13.583484322,Kyle Guzman,42,mujer,,,China,False,False,False
2024-02-02 10:51:32.938839342,Amanda Ward,42,mujer,,,EEUU,False,False,False
2024-02-02 10:52:34.366614023,Susan Eaton,30,hombre,,,China,False,False,False
2024-02-02 10:52:57.838933851,Joseph Patterson,40,mujer,,,China,False,False,False
2024-02-02 10:54:55.867208081,Maurice Brown,32,mujer,,,Japon,False,False,False
2024-02-02 10:58:42.190877250,Tyrone Adams,23,hombre,,,Reino Unido,False,False,False
2024-02-02 11:02:30.390731731,Suzanne Schwartz,46,hombre,,,EEUU,False,False,False
2024-02-02 11:09:58.269008060,Ms. Victoria Williams,42,mujer,,,Japon,False,False,False
2024-02-02 11:11:37.808363929,Catherine Waller,43,mujer,,,China,False,False,False
2024-02-02 11:12:50.456403719,Robert Payne,42,hombre,,,China,False,False,False
2024-02-02 11:23:47.213996394,Ashley Hill,51,mujer,,,China,False,False,False
2024-02-02 11:24:02.362965536,Carl Wood,34,hombre,,,Japon,False,False,False
2024-02-02 11:25:51.429023251,Cynthia Burke,31,mujer,,,China,False,False,False
2024-02-02 11:29:38.593310482,Kelly Mcdaniel,51,mujer,,,Japon,False,False,False
2024-02-02 11:30:09.015881203,David Rodriguez,41,mujer,,,Japon,False,False,False
2024-02-02 11:36:10.641952332,Andrea Wu,29,mujer,,,China,False,False,False
2024-02-02 11:36:52.397640051,Mike Johnson,44,mujer,,,China,False,False,False
2024-02-02 11:38:43.015502089,Gregory Gonzalez,46,mujer,,,China,False,False,False
2024-02-02 11:41:14.391573449,Jennifer Hammond,37,mujer,,,Reino Unido,False,False,False
2024-02-02 11:43:49.318049414,David Greene,59,mujer,,,Japon,False,False,False
2024-02-02 11:45:43.478881234,John Taylor,30,hombre,,,Japon,False,False,False
2024-02-02 11:46:20.278186303,William Copeland,43,mujer,,,EEUU,False,False,False
2024-02-02 11:50:16.568765779,Stephen Solomon,44,hombre,,,China,False,False,False
2024-02-02 11:50:28.410697465,Jason Greene,48,mujer,,,Japon,False,False,False
2024-02-02 11:55:46.106726230,Alexander Flowers,49,mujer,,,Japon,False,False,False
2024-02-02 12:10:29.854116163,Patricia Frazier,45,hombre,,,China,False,False,False
2024-02-02 12:15:11.032555522,Jeffrey Young,35,mujer,,,China,False,False,False
2024-02-02 12:26:17.558841055,Valerie Ward,25,hombre,,,Japon,False,False,False
2024-02-02 12:26:51.748014049,Keith Lopez,41,mujer,,,China,False,False,False
2024-02-02 12:29:53.971290657,Michael White,42,hombre,,,China,False,False,False
2024-02-02 12:35:00.315546048,Alejandro Bryant,30,mujer,,,Reino Unido,False,False,False
2024-02-02 12:35:28.224004567,Scott Adams,51,mujer,,,Japon,False,False,False
2024-02-02 12:35:53.520233588,Meredith Shaw,44,mujer,,,China,False,False,False
2024-02-02 12:38:32.316310764,Emily Hunter,31,mujer,,,EEUU,False,False,False
2024-02-02 12:39:17.214990372,Jonathan Patel,29,mujer,,,China,False,False,False
2024-02-02 12:39:48.568854290,Douglas Taylor,42,hombre,38,mujer,Reino Unido,True,False,False
2024-02-02 12:43:49.940953209,Bryan Martin,34,hombre,,,EEUU,False,False,False
2024-02-02 12:48:19.571203360,James Fritz,46,mujer,,,Japon,False,False,False
2024-02-02 12:54:23.846628382,Anthony Barry,24,mujer,,,China,False,False,False
2024-02-02 12:56:54.812851304,Carl Smith,47,hombre,,,China,False,False,False
2024-02-02 12:59:41.686803331,Samantha Dixon,31,mujer,,,EEUU,False,False,False
2024-02-02 13:01:05.178492732,Melissa Mitchell,37,mujer,,,China,False,False,False
2024-02-02 13:01:54.910158877,Heather Wolfe,37,hombre,33,ninos,China,True,False,False
2024-02-02 13:02:29.175609197,Natalie Mata,44,mujer,,,China,False,False,False
2024-02-02 13:08:55.165253848,Tim Long,33,mujer,,,Japon,False,False,False
2024-02-02 13:08:59.724155760,Corey Olson,44,mujer,,,Japon,False,False,False
2024-02-02 13:11:07.683793537,Julia Dickson,24,mujer,,,EEUU,False,False,False
2024-02-02 13:12:13.775992035,Vanessa Harris,37,mujer,,,China,False,False,False
2024-02-02 13:12:32.242548911,Angela Mitchell,38,mujer,43,hombre,China,True,False,False
2024-02-02 13:14:58.581030579,John Mckinney,48,mujer,,,Japon,False,False,False
2024-02-02 13:21:12.851241735,Christopher Perez,36,mujer,,,EEUU,False,False,False
2024-02-02 13:26:16.957990511,Travis Schwartz,56,mujer,,,Japon,False,False,False
2024-02-02 13:27:43.382633325,Katherine Young,30,hombre,,,China,False,False,False
2024-02-02 13:33:08.176870160,Sierra Robertson,41,mujer,,,Japon,False,False,False
2024-02-02 13:36:40.863758042,Reginald Perez,41,mujer,,,Japon,False,False,False
2024-02-02 13:45:16.682205945,Holly Patterson,58,mujer,,,China,False,False,False
2024-02-02 13:46:19.980742582,Jessica Richardson,36,mujer,,,China,False,False,False
2024-02-02 13:49:53.534926532,Grant Silva,32,mujer,,,Reino Unido,False,False,False
2024-02-02 13:49:55.162568225,Bruce Newman,29,mujer,,,China,False,False,False
2024-02-02 13:52:19.621255142,Alan Shelton,58,mujer,,,Japon,False,False,False
2024-02-02 13:52:46.650474109,Christine Woodard,56,hombre,,,Japon,False,False,False
2024-02-02 13:54:06.040164386,Susan Acosta,43,hombre,,,China,False,False,False
2024-02-02 13:57:02.358569639,Karen Huang,34,mujer,,,China,False,False,False
2024-02-02 13:58:49.685843833,Crystal Walker,48,mujer,,,Japon,False,False,False
2024-02-02 14:03:32.251914276,Latasha Vazquez,47,mujer,,,Japon,False,False,False
2024-02-02 14:03:38.815905442,Kathryn Baker,45,mujer,,,Japon,False,False,False
2024-02-02 14:04:56.505843154,Angelica Collins,32,mujer,,,China,False,False,False
2024-02-02 14:10:49.194218481,Scott Butler,29,hombre,,,Japon,False,False,False
2024-02-02 14:14:07.363111444,Amanda Harrington,35,mujer,,,Japon,False,False,False
2024-02-02 14:15:04.215682511,Brandon Murphy,40,mujer,,,China,False,False,False
2024-02-02 14:18:38.256557574,Thomas Macias,60,mujer,,,China,False,False,False
2024-02-02 14:18:50.982423360,Eric Harrison,35,mujer,,,China,False,False,False
2024-02-02 14:26:21.980731872,Erica Moran,45,mujer,41,hombre,Japon,True,False,False
2024-02-02 14:27:30.025492904,Blake Norton,48,mujer,,,China,False,False,False
2024-02-02 14:29:42.690775961,Michael Ferguson,52,mujer,,,China,False,False,False
2024-02-02 14:31:44.549093183,Dr. Gregory Smith,44,mujer,,,Japon,False,False,False
2024-02-02 14:32:47.297731470,Megan Reid,40,mujer,,,Japon,False,False,False
2024-02-02 14:36:54.126594600,John Johnson,35,mujer,,,China,False,False,False
2024-02-02 14:43:23.369851823,Leonard Hebert,42,hombre,,,EEUU,False,False,False
2024-02-02 14:47:22.800736522,Troy Wilkerson,50,mujer,,,China,False,False,False
2024-02-02 15:01:39.059627097,Logan Thompson,44,hombre,,,EEUU,False,False,False
2024-02-02 15:01:42.324738633,Robert Aguirre,40,mujer,,,Japon,False,False,False
2024-02-02 15:10:49.915408242,Laura Sanchez,41,hombre,,,China,False,False,False
2024-02-02 15:21:07.183671365,Jennifer Ware,34,mujer,,,Reino Unido,False,False,False
2024-02-02 15:32:54.218250984,Eric Harrison,35,mujer,,,China,False,False,False
2024-02-02 15:35:50.585379101,Mrs. Rachel Jones,43,hombre,,,Japon,False,False,False
2024-02-02 15:36:25.689555996,Willie Lewis,29,mujer,,,Japon,False,False,False
2024-02-02 15:44:14.433254388,Kelly Greer,48,hombre,,,Japon,False,False,False
2024-02-02 15:44:58.720994344,Laura Blair,22,mujer,,,Japon,False,False,False
2024-02-02 15:47:50.292236005,Jennifer Hodge,25,mujer,,,Japon,False,False,False
2024-02-02 15:48:12.021693617,Martin Smith,41,hombre,,,Reino Unido,False,False,False
2024-02-02 15:48:21.080536459,Brandi Reynolds,55,mujer,,,EEUU,False,False,False
2024-02-02 15:49:15.971057759,David Rodriguez,41,mujer,,,Japon,False,False,False
2024-02-02 15:51:45.413505569,Mike Wiley,20,mujer,,,China,False,False,False
2024-02-02 15:54:58.060442233,Lori Perry,41,hombre,,,Japon,False,False,False
2024-02-02 15:55:44.186433998,Frank Martinez,47,mujer,44,hombre,China,True,False,False
2024-02-02 15:57:12.133301582,Cynthia Schaefer,38,mujer,,,Japon,False,False,False
2024-02-02 16:00:25.404820308,Roger Mason,38,mujer,41,hombre,China,True,False,False
2024-02-02 16:01:31.579872454,Christopher Gross,49,hombre,,,Japon,False,False,False
2024-02-02 16:04:33.448358013,Mr. Andre Davis PhD,29,mujer,,,Japon,False,False,False
2024-02-02 16:06:16.819094322,Joseph Alvarado,36,mujer,,,EEUU,False,False,False
2024-02-02 16:08:54.812916404,Jane Smith,42,mujer,40,hombre,Japon,True,False,False
2024-02-02 16:11:07.029222453,Mark Edwards,42,hombre,,,China,False,False,False
2024-02-02 16:18:21.463993713,Abigail Burton,55,mujer,,,China,False,False,False
2024-02-02 16:23:19.854682851,Nicholas Hensley,33,hombre,42,hombre,Japon,True,False,False
2024-02-02 16:24:52.102836623,Melinda Thomas,32,mujer,,,EEUU,False,False,False
2024-02-02 16:29:37.630384678,Dana Williams,44,mujer,,,China,False,False,False
2024-02-02 16:31:46.261803661,Danielle Williams,49,mujer,,,China,False,False,False
2024-02-02 16:33:13.509783139,Hailey Collins,52,mujer,,,China,False,False,False
2024-02-02 16:34:23.400281910,Steven Nelson,52,mujer,,,China,False,False,False
2024-02-02 16:36:32.633390814,Nicholas Estrada,28,mujer,,,China,False,False,False
